-3.141592653589793,255,0,0
-3.117048960983623,255,6,0
-3.092505268377453,255,12,0
-3.067961575771282,255,18,0
-3.043417883165112,255,24,0
-3.018874190558942,255,30,0
-2.994330497952772,255,36,0
-2.969786805346601,255,42,0
-2.945243112740431,255,48,0
-2.920699420134261,255,54,0
-2.89615572752809,255,60,0
-2.87161203492192,255,65,0
-2.84706834231575,255,71,0
-2.82252464970958,255,77,0
-2.797980957103409,255,83,0
-2.773437264497239,255,89,0
-2.748893571891069,255,95,0
-2.724349879284899,255,101,0
-2.699806186678729,255,107,0
-2.675262494072558,255,113,0
-2.650718801466388,255,119,0
-2.626175108860218,255,125,0
-2.601631416254047,255,131,0
-2.577087723647877,255,137,0
-2.552544031041707,255,143,0
-2.528000338435537,255,149,0
-2.503456645829366,255,155,0
-2.478912953223196,255,161,0
-2.454369260617026,255,167,0
-2.429825568010855,255,173,0
-2.405281875404685,255,179,0
-2.380738182798515,255,185,0
-2.356194490192345,255,191,0
-2.331650797586175,255,196,0
-2.307107104980004,255,202,0
-2.282563412373834,255,208,0
-2.258019719767664,255,214,0
-2.233476027161494,255,220,0
-2.208932334555323,255,226,0
-2.184388641949153,255,232,0
-2.159844949342983,255,238,0
-2.135301256736812,255,244,0
-2.110757564130642,255,250,0
-2.086213871524472,254,255,0
-2.061670178918302,248,255,0
-2.037126486312132,242,255,0
-2.012582793705961,236,255,0
-1.988039101099791,230,255,0
-1.963495408493621,224,255,0
-1.938951715887451,218,255,0
-1.91440802328128,212,255,0
-1.88986433067511,206,255,0
-1.86532063806894,200,255,0
-1.840776945462769,194,255,0
-1.816233252856599,189,255,0
-1.791689560250429,183,255,0
-1.767145867644259,177,255,0
-1.742602175038088,171,255,0
-1.718058482431918,165,255,0
-1.693514789825748,159,255,0
-1.668971097219578,153,255,0
-1.644427404613407,147,255,0
-1.619883712007237,141,255,0
-1.595340019401067,135,255,0
-1.570796326794897,129,255,0
-1.546252634188726,123,255,0
-1.521708941582556,117,255,0
-1.497165248976386,111,255,0
-1.472621556370215,105,255,0
-1.448077863764045,99,255,0
-1.423534171157875,93,255,0
-1.398990478551705,87,255,0
-1.374446785945534,81,255,0
-1.349903093339364,75,255,0
-1.325359400733194,69,255,0
-1.300815708127024,64,255,0
-1.276272015520854,58,255,0
-1.251728322914683,52,255,0
-1.227184630308513,46,255,0
-1.202640937702343,40,255,0
-1.178097245096172,34,255,0
-1.153553552490002,28,255,0
-1.129009859883832,22,255,0
-1.104466167277661,16,255,0
-1.079922474671491,10,255,0
-1.055378782065321,4,255,0
-1.030835089459151,0,255,2
-1.006291396852981,0,255,8
-0.9817477042468106,0,255,14
-0.95720401164064,0,255,20
-0.9326603190344698,0,255,26
-0.9081166264282996,0,255,32
-0.8835729338221294,0,255,38
-0.8590292412159592,0,255,44
-0.8344855486097886,0,255,50
-0.8099418560036185,0,255,56
-0.7853981633974483,0,255,62
-0.7608544707912781,0,255,67
-0.7363107781851079,0,255,73
-0.7117670855789373,0,255,79
